"gene_name","GO_BP_Count","GO_MF_Count"
"BCAR3",10,4
"BCAS1",1,0
"BCAS2",3,1
"BCAS3",10,8
"BCAT1",5,5
"BCAT2",7,5
"BCCIP",8,4
"BCDIN3D",5,6
"BCHE",12,9
"BCKDHA",1,5
"BCKDHB",5,4
"BCKDK",7,8
"BCL10",32,13
"BCL11A",17,11
"BCL11B",22,6
"BCL2",125,12
"BCL2A1",7,2
"BCL2L1",46,5
"BCL2L10",10,4
"BCL2L11",39,3
"BCL2L12",3,1
"BCL2L13",3,2
"BCL2L14",2,2
"BCL2L15",2,1
"BCL2L2",14,5
"BCL3",34,6
"BCL6",47,13
"BCL6B",3,5
"BCL7A",11,2
"BCL7B",14,2
"BCL7C",11,0
"BCL9",7,3
"BCL9L",9,2
"BCLAF1",8,4
"BCO2",11,6
"BCOR",10,8
"BCORL1",2,2
"BCR",32,8
"BCS1L",5,3
"BDH1",1,1
"BDH2",5,5
"BDKRB1",10,3
"BDKRB2",15,6
"BDNF",19,3
"BDP1",1,2
"BECN1",55,8
"BEGAIN",1,1
"BEND3",5,2
"BEND5",1,2
"BEND6",4,3
"BEST1",12,7
"BEST2",6,8
"BEST3",3,5
"BEST4",3,5
"BET1",3,2
"BET1L",4,2
"BEX1",6,5
"BEX2",5,4
"BEX4",5,5
"BEX5",1,3
"BFAR",9,5
"BFSP1",4,3
"BFSP2",4,3
"BGLAP",37,6
"BGN",3,6
"BHLHA15",19,8
"BHLHA9",2,4
"BHLHE22",4,5
"BHLHE23",4,6
"BHLHE40",11,13
"BHLHE40-AS1",1,0
"BHLHE41",8,12
"BHMT",6,2
"BHMT2",4,3
"BICC1",4,1
"BICD1",12,9
"BICD2",9,6
"BID",23,4
"BIK",6,1
"BIN1",22,13
"BIN2",4,2
"BIN3",11,3
"BIRC2",34,12
"BIRC3",19,7
"BIRC5",25,14
"BIRC6",12,4
"BIRC7",12,7
"BIRC8",5,3
"BLCAP",1,1
"BLID",2,1
"BLK",8,5
"BLM",27,24
"BLMH",5,7
"BLNK",7,10
"BLOC1S1",12,1
"BLOC1S2",15,2
"BLOC1S3",14,3
"BLOC1S4",6,1
"BLOC1S5",9,1
"BLOC1S6",42,6
"BLVRA",1,6
"BLVRB",3,7
"BLZF1",2,3
"BMF",6,1
"BMI1",20,5
"BMP1",10,10
"BMP10",25,6
"BMP15",2,3
"BMP2",98,8
"BMP2K",5,7
"BMP3",5,4
"BMP4",138,7
"BMP5",32,4
"BMP6",42,5
"BMP7",71,5
"BMP8A",7,2
"BMP8B",5,2
"BMPER",14,0
"BMPR1A",69,10
"BMPR1B",26,10
"BMPR2",53,10
"BMS1",3,6
"BMX",10,5
"BNC1",7,3
"BNC2",5,3
"BNIP1",8,3
"BNIP2",3,3
"BNIP3",44,6
"BNIP3L",12,4
"BNIPL",3,2
"BOC",4,1
"BOD1",5,3
"BOD1L1",3,1
"BOD1L2",1,1
"BOK",26,7
"BOLA1",3,1
"BOLA2",5,3
"BOLA2B",5,3
"BOLA3",5,2
"BOLL",5,4
"BOP1",7,3
"BORA",4,2
"BPESC1",1,2
"BPGM",10,4
"BPHL",3,2
"BPI",10,1
"BPIFA1",9,3
"BPIFA2",1,2
"BPIFB1",2,2
"BPIFB3",1,2
"BPIFC",1,2
"BPNT1",4,3
"BPTF",10,6
"BPY2",2,2
"BPY2B",2,2
"BPY2C",2,2
"BRAF",44,13
"BRAP",4,7
"BRAT1",9,1
"BRCA1",42,15
"BRCA2",28,7
"BRCC3",15,8
"BRD1",9,8
"BRD2",8,6
"BRD3",6,7
"BRD4",13,14
"BRD7",16,7
"BRD8",9,3
"BRD9",6,3
"BRDT",11,6
"BRF1",7,5
"BRF2",3,5
"BRICD5",1,1
"BRINP1",19,1
"BRINP2",4,0
"BRINP3",4,0
"BRIP1",21,11
"BRIX1",2,3
"BRK1",10,4
"BRMS1",11,3
"BRMS1L",5,2
"BROX",1,1
"BRPF1",6,7
"BRPF3",6,6
"BRS3",6,2
"BRSK1",21,9
"BRSK2",19,11
"BRWD1",3,2
"BRWD3",3,0
"BSCL2",7,2
"BSG",19,5
"BSN",7,3
"BSND",3,3
"BSPH1",2,1
"BSPRY",3,2
"BST1",13,4
"BST2",15,5
"BSX",6,3
"BTAF1",3,8
"BTBD1",4,3
"BTBD10",3,1
"BTBD17",2,0
"BTBD18",6,1
"BTBD2",1,1
"BTBD3",3,2
"BTBD6",1,1
"BTBD7",2,0
"BTBD8",2,0
"BTBD9",9,1
"BTC",12,5
"BTD",2,2
"BTF3",3,2
"BTG1",9,4
"BTG2",19,2
"BTG3",1,1
"BTG4",3,1
"BTK",40,9
"BTLA",2,2
"BTN1A1",2,3
"BTN2A1",3,3
"BTN2A2",12,2
"BTN2A3P",2,1
"BTN3A1",6,2
"BTN3A2",4,2
"BTN3A3",3,2
"BTNL2",2,2
"BTNL3",3,3
"BTNL8",3,2
"BTNL9",2,2
"BTRC",28,8
"BUB1",10,7
"BUB1B",8,5
"BUB3",5,2
"BUD13",2,2
"BUD31",3,3
"BYSL",6,3
"BZW1",1,3
"BZW2",1,2
"C10orf71",1,1
"C10orf90",4,2
"C11orf58",1,1
"C11orf65",2,1
"C12orf43",3,1
"C12orf50",1,1
"C12orf57",7,2
"C14orf39",6,2
"C14orf93",2,2
"C15orf48",1,1
"C15orf62",4,1
"C16orf92",2,1
"C17orf75",2,2
"C17orf99",5,2
"C18orf32",1,1
"C18orf54",1,1
"C19orf12",4,0
"C19orf18",1,2
"C19orf33",1,0
"C1D",4,5
"C1GALT1",4,4
"C1GALT1C1",3,2
"C1orf115",1,0
"C1orf116",1,2
"C1orf131",1,2
"C1orf146",2,0
"C1orf43",2,0
"C1orf50",1,2
"C1orf56",1,2
"C1QA",11,2
"C1QB",4,1
"C1QBP",26,11
"C1QC",6,1
"C1QL1",5,3
"C1QL2",3,1
"C1QL3",3,1
"C1QL4",5,2
"C1QTNF1",8,3
"C1QTNF2",1,1
"C1QTNF3",10,3
"C1QTNF4",5,3
"C1QTNF5",2,2
"C1QTNF8",1,1
"C1QTNF9",1,3
"C1R",4,6
"C1RL",3,1
"C1S",3,4
"C2",9,3
"C20orf173",3,2
"C21orf91",2,1
"C22orf23",1,2
"C22orf39",2,1
"C2CD2L",3,4
"C2CD3",13,1
"C2CD4A",3,0
"C2CD4B",3,0
"C2CD5",6,3
"C2orf49",3,2
"C2orf69",1,0
"C3",29,5
"C3AR1",13,3
"C3orf33",2,1
"C3orf38",2,2
"C3orf62",2,1
"C3orf70",2,0
"C4A",5,3
"C4B",7,4
"C4BPA",7,2
"C4BPB",7,1
"C5",11,4
"C5AR1",26,2
"C5AR2",10,3
"C5orf46",1,2
"C6",6,1
"C6orf120",1,1
"C6orf15",2,2
"C6orf163",1,1
"C6orf52",1,1
"C6orf62",1,1
"C6orf89",4,1
"C7",5,0
"C7orf50",2,3
"C8A",6,3
"C8B",6,1
"C8G",4,4
"C8orf17",2,1
"C8orf44-SGK3",8,11
"C9",7,1
"C9orf72",15,4
"C9orf78",4,2
"CA1",1,6
"CA10",2,4
"CA11",1,2
"CA12",3,2
"CA13",1,3
"CA14",1,2
"CA2",12,5
"CA3",2,4
"CA4",2,3
"CA5A",1,2
"CA5B",2,3
"CA5BP1",1,1
"CA6",2,2
"CA7",6,2
"CA8",2,4
"CA9",6,4
"CAAP1",2,0
"CAB39",10,4
"CAB39L",1,2
"CABIN1",2,3
"CABLES1",3,1
"CABLES2",2,0
"CABP1",2,6
"CABP2",3,3
"CABP4",6,3
"CABP5",1,3
"CABS1",2,1
"CABYR",2,4
"CACFD1",2,2
"CACHD1",1,1
"CACNA1A",7,6
"CACNA1B",4,6
"CACNA1C",20,8
"CACNA1D",15,9
"CACNA1E",2,4
"CACNA1F",5,4
"CACNA1G",16,6
"CACNA1H",13,7
"CACNA1I",5,3
"CACNA1S",15,7
"CACNA2D1",12,4
"CACNA2D2",8,2
"CACNA2D3",2,2
"CACNA2D4",2,2
"CACNB1",6,4
"CACNB2",14,8
"CACNB3",8,4
"CACNB4",22,5
"CACNG1",5,3
"CACNG2",15,4
"CACNG3",11,4
"CACNG4",8,4
"CACNG5",7,3
"CACNG6",3,2
"CACNG7",11,4
"CACNG8",8,3
"CACTIN",16,2
"CACUL1",4,3
"CACYBP",2,6
"CAD",19,12
"CADM1",12,5
"CADM2",1,0
"CADM3",2,2
"CADM4",12,5
"CADPS",5,4
"CADPS2",5,2
"CALB1",13,6
"CALB2",2,2
"CALCA",48,6
"CALCB",4,3
"CALCOCO1",6,10
"CALCOCO2",4,3
"CALCR",16,6
"CALCRL",13,6
"CALD1",3,6
"CALHM1",10,6
"CALHM2",6,1
"CALHM3",5,4
"CALM1",30,10
"CALM2",22,11
"CALM3",23,10
"CALML4",2,3
"CALML5",3,3
"CALML6",1,3
"CALR",42,19
"CALR3",5,3
"CALU",1,2
"CALY",7,3
"CAMK1",19,5
"CAMK1D",14,5
"CAMK1G",2,5
"CAMK2A",23,11
"CAMK2B",16,8
"CAMK2D",31,11
"CAMK2G",10,8
"CAMK2N1",2,2
"CAMK4",10,5
"CAMKK1",2,5
"CAMKK2",10,7
"CAMKMT",3,2
"CAMKV",4,3
"CAMLG",11,2
"CAMP",24,2
"CAMSAP1",5,5
"CAMSAP2",8,4
"CAMSAP3",19,6
"CAMTA1",4,3
"CAMTA2",3,7
"CAND1",5,2
"CAND2",3,2
"CANT1",2,6
"CANX",7,5
"CAP1",9,3
"CAP2",8,4
"CAPG",6,6
"CAPN1",8,4
"CAPN10",9,4
"CAPN11",1,3
"CAPN12",1,2
"CAPN13",1,1
"CAPN14",1,2
"CAPN15",1,3
"CAPN2",20,7
"CAPN3",29,12
"CAPN5",2,2
"CAPN6",2,2
"CAPN7",3,5
"CAPN8",1,2
"CAPN9",2,2
"CAPNS1",3,3
"CAPRIN1",9,7
"CAPRIN2",8,4
"CAPS",1,1
"CAPZA1",4,4
"CAPZA2",3,2
"CAPZA3",5,1
"CAPZB",8,4
"CARD10",7,2
"CARD11",20,3
"CARD14",8,2
"CARD16",10,6
"CARD18",5,4
"CARD6",2,1
"CARD8",20,9
"CARD9",33,6
"CARF",3,5
"CARHSP1",2,3
"CARM1",11,14
"CARNS1",2,5
"CARS2",1,3
"CARTPT",20,3
"CASC11",3,2
"CASC2",3,1
"CASC3",6,6
"CASD1",1,1
"CASK",16,9
"CASKIN1",2,2
"CASKIN2",1,1
"CASP1",25,9
"CASP10",7,6
"CASP12",3,1
"CASP14",5,2
"CASP2",16,7
"CASP3",57,13
"CASP4",16,5
"CASP5",6,3
"CASP6",14,6
"CASP7",17,8
"CASP8",38,13
"CASP8AP2",7,6
"CASP9",24,9
"CASQ1",10,3
"CASQ2",16,5
"CASR",32,10
"CASS4",7,2
"CAST",3,5
"CASZ1",3,4
"CAT",33,10
"CATSPER1",6,3
"CATSPER2",5,3
"CATSPER3",5,1
"CATSPER4",5,3
"CATSPERB",2,0
"CATSPERD",3,1
"CATSPERG",2,0
"CAV1",100,20
"CAV2",25,8
"CAV3",61,10
"CBFA2T2",7,3
"CBFA2T3",8,3
"CBFB",12,3
"CBL",27,10
"CBLB",18,6
"CBLC",10,8
"CBLL1",7,5
"CBLN1",16,2
"CBLN2",6,0
"CBLN3",1,0
"CBLN4",3,0
"CBR1",6,9
"CBR3",3,5
"CBR4",6,7
"CBS",22,15
"CBX1",3,6
"CBX2",4,4
"CBX3",5,8
"CBX4",5,11
"CBX5",4,9
"CBX6",2,4
"CBX7",2,1
"CBX8",6,5
"CBY1",10,4
"CC2D1A",7,5
"CC2D1B",2,4
"CC2D2A",12,0
"CC2D2B",2,0
"CCAR1",8,7
"CCAR2",19,7
"CCAT1",1,1
"CCBE1",12,4
"CCDC102B",1,2
"CCDC103",9,2
"CCDC115",5,2
"CCDC117",2,1
"CCDC120",2,1
"CCDC124",3,3
"CCDC125",3,3
"CCDC13",3,1
"CCDC134",6,1
"CCDC136",3,1
"CCDC14",2,1
"CCDC141",2,1
"CCDC146",8,2
"CCDC154",5,0
"CCDC159",1,0
"CCDC170",1,2
"CCDC22",8,2
"CCDC24",1,1
"CCDC25",1,2
"CCDC28B",1,1
"CCDC3",8,0
"CCDC34",1,1
"CCDC38",4,1
"CCDC39",18,0
"CCDC40",14,2
"CCDC42",4,1
"CCDC47",8,5
"CCDC50",1,2
"CCDC51",3,2
"CCDC57",5,1
"CCDC6",2,4
"CCDC61",3,3
"CCDC62",4,3
"CCDC63",3,0
"CCDC65",4,2
"CCDC66",5,3
"CCDC68",2,1
"CCDC69",1,1
"CCDC78",3,1
"CCDC8",2,1
"CCDC80",3,2
"CCDC85A",1,1
"CCDC85B",4,2
"CCDC85C",1,1
"CCDC87",5,1
"CCDC88A",18,16
"CCDC88B",6,3
"CCDC88C",14,9
"CCDC91",2,2
"CCDC92",2,2
"CCDC93",3,1
"CCHCR1",2,2
"CCIN",3,2
"CCK",5,4
"CCKAR",8,2
"CCKBR",9,6
"CCL1",14,2
"CCL11",29,6
"CCL13",12,4
"CCL14",7,2
"CCL15",10,5
"CCL16",9,4
"CCL17",8,4
"CCL18",11,3
"CCL19",44,6
"CCL2",44,6
"CCL20",15,4
"CCL21",42,5
"CCL22",11,3
"CCL23",13,5
"CCL24",17,5
"CCL25",13,6
"CCL26",14,6
"CCL27",7,3
"CCL28",11,2
"CCL3",51,10
"CCL3L1",6,3
"CCL3L3",6,3
"CCL4",16,7
"CCL4L1",5,3
"CCL5",60,15
"CCL7",15,6
"CCL8",18,7
"CCM2",15,1
"CCM2L",2,2
"CCNA1",4,2
"CCNA2",22,4
"CCNB1",12,6
"CCNB1IP1",5,4
"CCNB2",8,3
"CCNB3",3,2
"CCNC",3,3
"CCND1",24,9
"CCND2",10,4
"CCND3",9,5
"CCNE1",11,4
"CCNE2",8,3
"CCNF",8,3
"CCNG1",7,2
"CCNG2",3,1
"CCNH",4,3
"CCNI",2,2
"CCNI2",1,1
"CCNJ",1,1
"CCNJL",1,2
"CCNK",9,5
"CCNL1",4,2
"CCNL2",4,2
"CCNO",6,2
"CCNT1",8,10
"CCNT2",11,7
"CCNY",7,3
"CCNYL1",7,2
"CCNYL2",2,1
"CCNYL3",1,0
"CCP110",6,1
"CCPG1",3,2
"CCR1",25,7
"CCR10",6,4
"CCR2",54,9
"CCR3",12,4
"CCR4",12,4
"CCR5",21,10
"CCR6",20,5
"CCR7",47,6
"CCR8",8,4
"CCR9",9,3
"CCRL2",8,6
"CCS",4,5
"CCSAP",4,1
"CCSER2",1,2
"CCT2",10,7
"CCT3",8,7
"CCT4",9,7
"CCT5",9,10
"CCT6A",8,8
"CCT6B",1,6
"CCT7",8,7
"CCT8",8,7
"CCT8L1P",1,3
"CCT8L2",3,5
"CCZ1",1,2
"CCZ1B",1,0
"CD101",2,1
"CD109",10,1
"CD14",26,6
"CD151",6,2
"CD160",17,7
"CD163",2,3
"CD164",7,1
"CD177",12,4
"CD180",6,1
"CD19",9,0
"CD1A",5,4
"CD1B",5,4
"CD1C",6,5
"CD1D",10,7
"CD1E",5,3
"CD2",14,5
"CD200",17,4
"CD200R1",9,4
"CD200R1L",1,2
"CD207",2,4
"CD209",18,8
"CD22",8,7
"CD226",11,5
"CD244",10,3
"CD247",9,6
"CD248",9,6
"CD27",13,3
"CD274",21,3
"CD276",6,2
"CD28",28,4
"CD2AP",52,8
"CD2BP2",1,2
"CD300A",17,5
"CD300C",4,2
"CD300E",3,2
"CD300LB",2,3
"CD300LD",2,2
"CD300LF",8,6
"CD300LG",2,2
"CD302",1,3
"CD320",7,5
"CD33",12,6
"CD34",26,4
"CD36",76,18
"CD38",25,5
"CD3D",5,3
"CD3E",34,7
"CD3G",11,5
"CD4",33,17
"CD40",31,6
"CD40LG",20,6
"CD44",20,5
"CD46",16,4
"CD47",25,5
"CD48",4,2
"CD5",3,2
"CD52",2,0
"CD53",3,3
"CD55",12,3
"CD58",6,2
"CD59",5,2
"CD5L",7,1
"CD6",9,5
"CD63",9,1
"CD68",6,1
"CD69",3,5
"CD7",5,3
"CD70",10,3
"CD72",2,4
"CD74",48,12
"CD79A",5,3
"CD79B",5,3
"CD80",16,4
"CD81",26,7
"CD83",9,1
"CD84",12,2
"CD86",18,5
"CD8A",9,4
"CD8B",5,3
"CD9",13,2
"CD93",4,5
"CD96",7,0
"CD99",3,1
"CD99L2",4,1
"CDA",9,6
"CDADC1",2,5
"CDAN1",3,1
"CDC123",2,4
"CDC14A",7,4
"CDC14B",8,4
"CDC16",9,1
"CDC20",18,4
"CDC20B",4,3
"CDC23",15,2
"CDC25A",11,5
"CDC25B",12,4
"CDC25C",9,5
"CDC26",7,1
"CDC27",9,2
"CDC34",12,4
"CDC37",8,9
"CDC37L1",2,4
"CDC40",2,3
"CDC42",59,12
"CDC42BPA",5,7
"CDC42BPB",8,8
"CDC42BPG",4,6
"CDC42EP1",5,3
"CDC42EP2",8,4
"CDC42EP3",5,3
"CDC42EP4",5,3
"CDC42EP5",5,1
"CDC42SE1",4,3
"CDC42SE2",4,3
"CDC45",5,4
"CDC5L",5,8
"CDC6",14,6
"CDC7",10,8
"CDC73",20,2
"CDCA2",4,0
"CDCA3",3,1
"CDCA5",7,3
"CDCA7",3,1
"CDCA7L",2,1
"CDCA8",11,1
"CDH1",25,10
"CDH10",9,3
"CDH11",15,3
"CDH12",7,3
"CDH13",26,8
"CDH15",8,4
"CDH16",3,2
"CDH17",15,6
"CDH18",7,3
"CDH19",7,3
"CDH2",32,10
"CDH20",7,3
"CDH22",7,3
"CDH23",15,4
"CDH24",8,5
"CDH26",8,7
"CDH3",22,4
"CDH4",12,3
"CDH5",29,11
"CDH6",10,3
"CDH7",8,3
"CDH8",11,4
"CDH9",10,4
"CDHR1",5,2
"CDHR2",8,3
"CDHR3",8,5
"CDHR4",2,1
"CDHR5",6,4
"CDIP1",1,3
"CDIPT",1,3
"CDK1",54,14
"CDK10",9,5
"CDK11A",10,6
"CDK11B",10,7
"CDK12",9,8
"CDK13",8,9
"CDK14",7,5
"CDK15",3,7
"CDK16",9,5
"CDK17",3,5
"CDK18",4,4
"CDK19",4,4
"CDK2",30,10
"CDK20",12,5
"CDK2AP1",3,2
"CDK2AP2",3,1
"CDK3",10,5
"CDK4",17,6
"CDK5",63,15
"CDK5R1",32,15
"CDK5R2",9,4
"CDK5RAP1",7,4
"CDK5RAP2",15,8
"CDK5RAP3",27,8
"CDK6",33,6
"CDK7",10,8
"CDK8",6,8
"CDK9",19,15
"CDKAL1",3,5
"CDKL1",3,4
"CDKL2",4,6
"CDKL3",6,6
"CDKL4",2,4
"CDKL5",12,8
"CDKN1A",59,13
"CDKN1B",47,14
"CDKN1C",8,5
"CDKN2A",48,13
"CDKN2AIP",5,3
"CDKN2B",19,3
"CDKN2B-AS1",1,0
"CDKN2C",8,3
"CDKN2D",14,3
"CDKN3",5,5
"CDNF",3,1
"CDO1",11,4
"CDON",20,1
"CDR2L",2,2
"CDS1",7,3
"CDS2",3,2
"CDSN",8,1
"CDT1",13,4
"CDV3",1,1
"CDX1",8,9
"CDX2",18,8
"CDX4",9,7
"CDY1",3,3
"CDY1B",3,3
"CDY2A",3,2
"CDY2B",3,2
"CDYL",5,7
"CDYL2",1,3
"CEACAM1",39,12
"CEACAM16",1,1
"CEACAM19",1,1
"CEACAM20",5,1
"CEACAM21",2,0
"CEACAM3",2,2
"CEACAM4",3,1
"CEACAM5",7,4
"CEACAM6",8,3
"CEACAM7",2,1
"CEACAM8",2,2
"CEBPA",44,14
"CEBPB",40,17
"CEBPD",10,6
"CEBPE",11,7
"CEBPG",15,9
"CEBPZ",1,3
"CECR2",11,2
"CEL",5,8
"CELA1",15,2
"CELA2A",5,4
"CELA2B",1,2
"CELA3A",1,2
"CELA3B",1,2
"CELF1",14,7
"CELF2",4,3
"CELF3",8,5
"CELF4",12,5
"CELF5",2,3
"CELF6",2,3
"CELSR1",17,2
"CELSR2",15,2
"CELSR3",6,3
"CEMP1",4,2
"CEND1",6,2
"CENPA",6,5
"CENPC",6,4
"CENPE",14,5
"CENPF",16,6
"CENPH",4,2
"CENPI",4,1
"CENPJ",20,7
"CENPK",3,1
"CENPL",1,1
"CENPM",1,0
"CENPN",2,1
"CENPO",2,1
"CENPP",2,1
"CENPQ",3,1
"CENPT",5,3
"CENPV",6,4
"CENPW",6,3
"CEP112",1,1
"CEP120",9,1
"CEP128",3,0
"CEP135",4,5
"CEP152",4,2
"CEP164",3,1
"CEP19",3,1
"CEP192",6,3
"CEP250",10,2
"CEP290",14,2
"CEP350",3,2
"CEP41",3,1
"CEP44",3,2
"CEP55",5,2
"CEP57",3,5
"CEP57L1",1,5
"CEP63",9,2
"CEP68",3,3
"CEP70",2,3
"CEP72",4,2
"CEP76",1,1
"CEP78",5,0
"CEP85",6,2
"CEP85L",1,1
"CEP89",4,1
"CEP97",3,2
"CEPT1",4,5
"CER1",17,4
"CERCAM",2,2
"CERK",3,4
"CERKL",3,3
"CERS1",7,1
"CERS2",7,3
"CERS3",5,3
"CERS4",2,3
"CERS5",3,2
"CERS6",5,3
"CES1",16,5
"CES2",3,3
"CES3",2,2
"CETN1",4,5
"CETN2",9,5
"CETN3",5,4
"CETP",19,6
"CFB",4,3
"CFC1",6,3
"CFC1B",6,2
"CFD",5,2
"CFDP1",7,1
"CFH",6,5
"CFHR1",3,3
"CFHR2",3,3
"CFHR3",1,2
"CFHR4",2,3
"CFHR5",4,4
"CFI",3,3
"CFL1",14,2
"CFL2",7,2
"CFLAR",37,7
"CFP",6,1
"CFTR",21,18
"CGA",14,3
"CGB1",2,1
"CGB2",1,1
"CGB7",5,1
"CGGBP1",3,4
"CGN",2,4
"CGNL1",4,1
"CGREF1",3,2
"CGRRF1",3,2
"CH25H",7,5
"CHAC1",8,4
"CHAC2",3,3
"CHAD",2,1
"CHADL",2,3
"CHAF1A",4,5
"CHAF1B",4,4
"CHAMP1",4,2
"CHAT",4,2
"CHCHD1",1,2
"CHCHD10",11,2
"CHCHD2",6,3
"CHCHD3",3,3
"CHCHD4",11,2
"CHCHD5",2,1
"CHCHD6",3,1
"CHCHD7",2,1
"CHD1",3,9
"CHD1L",4,9
"CHD2",5,10
"CHD3",9,11
"CHD4",10,14
"CHD5",6,9
"CHD6",4,9
"CHD7",44,10
"CHD8",16,11
"CHD9",1,6
"CHDH",2,3
"CHEK1",27,8
"CHEK2",27,10
"CHERP",6,3
"CHFR",8,5
"CHGA",20,0
"CHGB",1,2
"CHI3L1",17,4
"CHI3L2",2,2
"CHIA",8,4
"CHIC2",1,2
"CHID1",3,3
"CHIT1",5,5
"CHKA",8,7
"CHKB",4,3
"CHL1",8,1
"CHM",6,5
"CHML",4,3
"CHMP1A",26,6
"CHMP1B",24,4
"CHMP2A",31,3
"CHMP2B",30,3
"CHMP3",29,6
"CHMP4A",26,5
"CHMP4B",31,4
"CHMP4BP1",12,0
"CHMP4C",26,2
"CHMP5",27,2
"CHMP6",24,2
"CHMP7",24,1
"CHN1",5,4
"CHN2",4,3
"CHODL",3,2
"CHORDC1",5,5
"CHP1",25,8
"CHP2",7,2
"CHPF",1,4
"CHPF2",1,2
"CHPT1",5,4
"CHRAC1",5,4
"CHRD",10,3
"CHRDL1",10,2
"CHRDL2",4,2
"CHRFAM7A",4,2
"CHRM1",19,3
"CHRM2",13,2
"CHRM3",21,5
"CHRM4",8,1
"CHRM5",9,3
"CHRNA1",17,4
"CHRNA10",13,4
"CHRNA2",10,4
"CHRNA3",18,5
"CHRNA4",22,5
"CHRNA5",10,4
"CHRNA6",10,3
"CHRNA7",38,10
"CHRNA9",10,4
"CHRNB1",15,7
"CHRNB2",42,8
"CHRNB3",8,5
"CHRNB4",16,4
"CHRND",13,4
"CHRNE",9,4
"CHRNG",8,5
"CHST1",7,4
"CHST10",7,2
"CHST11",17,4
"CHST12",4,3
"CHST13",3,4
"CHST14",3,4
"CHST15",2,3
"CHST2",6,2
"CHST3",5,3
"CHST4",10,2
"CHST5",5,2
"CHST6",4,2
"CHST7",4,2
"CHST8",5,3
"CHST9",6,3
"CHSY1",8,3
"CHSY3",1,3
"CHTF18",3,6
"CHTF8",4,3
"CHTOP",4,4
"CHUK",25,10
"CHURC1",2,2
"CIAO1",5,1
"CIAPIN1",4,5
"CIB1",41,8
"CIB2",4,5
"CIB3",1,3
"CIC",6,3
"CIDEA",17,3
"CIDEB",12,5
"CIDEC",9,5
"CIITA",13,10
"CILP",4,1
"CINP",4,2
"CIR1",5,5
"CIRBP",7,5
"CISD1",4,6
"CISD2",2,5
"CISD3",1,2
"CISH",7,3
"CIT",9,12
"CITED1",39,6
"CITED2",59,10
"CITED4",2,1
"CIZ1",3,4
"CKAP2",4,0
"CKAP5",10,6
"CKB",4,4
"CKLF",5,2
"CKM",2,3
"CKMT1A",2,3
"CKMT1B",2,3
"CKMT2",3,3
"CKS1B",5,5
"CKS2",6,6
"CLASP1",28,5
"CLASP2",30,6
"CLASRP",2,1
"CLC",4,4
"CLCA1",5,4
"CLCA2",4,4
"CLCA3P",3,3
"CLCA4",3,4
"CLCC1",2,2
"CLCF1",11,5
"CLCN1",4,3
"CLCN2",13,4
"CLCN3",11,7
"CLCN4",4,5
"CLCN5",5,5
"CLCN6",6,4
"CLCN7",2,6
"CLCNKA",4,5
"CLCNKB",5,4
"CLDN1",27,4
"CLDN10",6,4
"CLDN11",6,3
"CLDN12",2,2
"CLDN14",4,3
"CLDN15",7,3
"CLDN16",9,6
"CLDN17",5,6
"CLDN18",16,3
"CLDN19",17,4
"CLDN2",8,4
"CLDN20",3,3
"CLDN22",3,3
"CLDN23",3,3
"CLDN24",2,1
"CLDN25",2,1
"CLDN3",25,4
"CLDN4",14,5
"CLDN5",23,3
"CLDN6",4,4
"CLDN7",9,5
"CLDN8",3,3
"CLDN9",4,4
"CLEC10A",4,5
"CLEC11A",3,3
"CLEC12A",1,4
"CLEC12B",5,4
"CLEC14A",5,4
"CLEC16A",7,2
"CLEC17A",1,6
"CLEC1A",2,3
"CLEC1B",4,3
"CLEC2A",1,3
"CLEC2B",2,4
"CLEC2D",1,3
"CLEC3A",2,1
"CLEC3B",3,4
"CLEC4A",9,5
"CLEC4C",2,4
"CLEC4D",7,6
"CLEC4E",7,5
"CLEC4F",2,2
"CLEC4G",9,10
"CLEC4M",14,11
"CLEC5A",9,2
"CLEC6A",12,6
"CLEC7A",48,7
"CLEC9A",2,1
"CLGN",5,3
"CLIC1",6,4
"CLIC2",8,3
"CLIC3",4,3
"CLIC4",15,3
"CLIC5",5,3
"CLIC6",1,5
"CLINT1",2,4
"CLIP1",4,6
"CLIP2",1,2
"CLIP3",11,4
"CLIP4",1,2
"CLK1",2,7
"CLK2",5,7
"CLK3",2,8
"CLK4",2,6
"CLMN",3,1
"CLMP",2,1
"CLN3",50,5
"CLN5",11,5
"CLN6",9,4
"CLN8",27,2
"CLNK",5,2
"CLNS1A",5,2
"CLOCK",24,12
"CLP1",6,5
"CLPB",4,5
"CLPP",5,7
"CLPS",6,2
"CLPSL1",3,1
"CLPSL2",3,2
"CLPTM1",2,2
"CLPTM1L",2,2
"CLPX",4,9
"CLRN1",9,1
"CLRN2",3,1
"CLRN3",1,1
"CLSPN",7,3
"CLSTN1",8,5
"CLSTN2",5,1
"CLSTN3",24,5
"CLTA",5,7
"CLTB",3,4
"CLTC",16,9
"CLTCL1",6,3
"CLU",44,13
"CLUAP1",7,1
"CLUH",2,2
"CLVS1",1,3
"CLVS2",1,3
"CLYBL",3,4
"CMA1",11,4
"CMAHP",2,1
"CMAS",3,1
"CMBL",1,1
"CMIP",1,1
"CMKLR1",15,7
"CMPK1",8,9
"CMPK2",6,7
"CMTM1",2,1
"CMTM2",2,2
"CMTM3",4,2
"CMTM5",3,2
"CMTM6",3,1
"CMTM7",3,2
